Nama Pengguna,Rating,Tanggal,Ulasan,Sentimen,Ulasan_Bersih
Bento Boy,5,2025-10-15 02:42:33,baik,Positif,baik
Novrita Mujrah,5,2025-10-14 23:43:02,bagus,Positif,bagus
Randi Abdilah,5,2025-10-14 23:34:22,"tolong aplikasinya ditingkatkan lagi . bikin barcode buat member dong , jadi walau isi pakai cash bisa langsung dapat poin pakai scan barcode / pakai nomer hp terdaftar . karena sangat susah untuk dapet poin !!!",Positif,tolong aplikasi tingkat lagi bikin barcode buat member dong jadi walau isi pakai cash bisa langsung dapat poin pakai scan barcode pakai nomer hp daftar karena sangat susah dapet poin
acil 1998,5,2025-10-14 19:35:25,mantul,Positif,mantul
boboy 67,5,2025-10-14 18:31:57,mantap,Positif,mantap
Ddy Rnsr2,1,2025-10-14 17:01:39,ga jelas,Negatif,tidak jelas
leonita lisha,5,2025-10-14 14:52:12,bagus..anda dpt 5 bintang,Positif,bagusanda dpt bintang
Adam Effendi,4,2025-10-14 12:53:21,good,Positif,good
A Rahman Dani,5,2025-10-14 12:22:46,sesuai prosedur pengisiannya,Positif,sesuai prosedur isi
Muhamad Ilham,1,2025-10-14 11:54:11,mohon maaf kepada admin my pertamina saya sanget kecewa beberapa kali saya daptar ulang untuk mendapatkan barcode subsidi tepat hasilnya selalu gagal terus tolong perbaiki lagi sistem nya apalagi saya sangat membutuhkan soalnya yang saya pegang kendaraan ambulance untuk menolong warga masyarakat miskin,Negatif,mohon maaf kepada admin my pertamina saya sanget kecewa beberapa kali saya daptar ulang dapat barcode subsidi tepat hasil selalu gagal terus tolong baik lagi sistem nya apalagi saya sangat butuh soal saya pegang kendara ambulance tolong warga masyarakat miskin
Ary Nugroho,1,2025-10-14 11:39:27,"reset sendiri 1 bulan tidak bisa, giliran bayar lewat calo 1 jam langsung jafi barcode nya. siapa yang bermain?",Negatif,reset sendiri bulan tidak bisa gilir bayar lewat calo jam langsung jafi barcode nya siapa main
Azami Style,4,2025-10-14 11:10:36,"sedikit lama tunggu OTP,,jika jam sibuk bisa membuat antrian panjang,,,🙏",Positif,sedikit lama tunggu otpjika jam sibuk bisa buat antri panjang
Adi Guritno,4,2025-10-14 10:23:47,bagus,Positif,bagus
Jefry Nurlaha,5,2025-10-14 08:44:30,praktis,Positif,praktis
Romli Romli Jak,5,2025-10-14 08:08:42,🙄😂👍 Bagus kok jujur 😄,Positif,bagus kok jujur
MARMON S MUHAM,5,2025-10-14 08:07:00,simpel dan sangat membantu,Positif,simpel sangat bantu
Semajijaya Aditama,5,2025-10-14 07:31:10,cepat dan praktis,Positif,cepat praktis
Fauzi Rachman,5,2025-10-14 06:10:42,mantap,Positif,mantap
Feri Anggriawan,1,2025-10-14 00:12:18,"parah sudah hampir satu bulan tidak ada kejelasan, kendala mau beli solar pake aplikasi saldo sudah terpotong dari one klik bca, tapi pihak spbu tidak mau ngisi alasan belum berhasil, sampe skrng tidak ada kejelasan sudah mau satu bulan,",Negatif,parah sudah hampir satu bulan tidak ada jelas kendala mau beli solar pake aplikasi saldo sudah potong one klik bca tapi pihak spbu tidak mau ngisi alas belum hasil sampe skrng tidak ada jelas sudah mau satu bulan
anwar ilahi,5,2025-10-13 23:32:12,Mantap,Positif,mantap
Cak ali Ali,5,2025-10-13 22:02:28,sangat membantu sekali,Positif,sangat bantu sekali
Muhammad Oka Maulana,4,2025-10-13 21:47:23,"Kenapa SPBU Mewajibkan harus link aja? padahal ada pilihan menghubungkan melalui gopay dll, toh sama² menggunakan aplikasi my pertamina, kami sampai harus putar balik & tidak dilayani cashless, karena harus linkaja, seharusnya bebas yg penting scan nya menggunakan aplikasi mypertamina",Positif,kenapa spbu wajib harus link aja padahal ada pilih hubung lalu gopay dll toh sama guna aplikasi my pertamina kami sampai harus putar balik tidak layan cashless karena harus linkaja harus bebas penting scan nya guna aplikasi mypertamina
Bungomedia,5,2025-10-13 21:30:40,"Mohon Untuk Pertamina tidak menetapkan hal2 yang merugikan konsumen. Seperti STNK harus di Lihatkan atau Lainya yang bersifat Pribadi, Cukup Gunakan Barcode yang ada.",Positif,mohon pertamina tidak tetap hal rugi konsumen seperti stnk harus lihat atau lai sifat pribadi cukup guna barcode ada
Suwar No,5,2025-10-13 19:17:28,putraeka,Positif,putraeka
Amran Marhamid,5,2025-10-13 18:27:12,keren,Positif,keren
Erick Ardian 7km,1,2025-10-13 18:26:57,aplikasi pembodohan rakyat. slalu update terbaru pembaruan trus seolah2 rakyat susah slalu dibuat susah byar tunai aja di persulit,Negatif,aplikasi bodoh rakyat slalu update baru baru trus olah rakyat susah slalu buat susah byar tunai aja sulit
Akbar Sabani,1,2025-10-13 17:00:46,"solusi yang anda berikan terlalu template. Aplikasi yang dibuat justru menyengsarakan masyarakat tidak semua masyarakan mengerti, saya yang mengerti saja aplikasinya tetap bermasalah. Baik dengan masalah sederhana untuk melengkapi data diri yang tidak bisa. Lalu ketika dihubungi diberikan saran hapus akun, masalah pilihan penghapusan akun yang tidak ada hubungan relevan. Dan akun yang tidak kunjung dihapus dikarnakan aplikasi bermasalah. blum layak buat aplikasi tapi maksa",Negatif,solusi anda ikan terlalu template aplikasi buat justru sengsara masyarakat tidak semua masyarakan erti saya erti saja aplikasi tetap masalah baik masalah sederhana lengkap data diri tidak bisa lalu ketika hubung beri saran hapus akun masalah pilih hapus akun tidak ada hubung relevan akun tidak kunjung hapus dikarnakan aplikasi masalah blum layak buat aplikasi tapi maksa
Agus Biantoro,5,2025-10-13 16:50:49,sangat baik,Positif,sangat baik
Abdul Rahim,5,2025-10-13 16:18:05,oke Banget,Positif,oke banget
riva mediano,1,2025-10-13 16:11:45,Sudah 2 kali metode pembayaran menggunakan BRI SELALU GAGAL !!!!!,Negatif,sudah kali metode bayar guna bri selalu gagal
Yusuf Evi,5,2025-10-13 16:00:28,sangat berguna,Positif,sangat guna
Bonsai Babel,5,2025-10-13 13:36:58,mantap,Positif,mantap
Delly Delly,4,2025-10-13 12:42:30,barqode terblokir tidak bisa dibuka lagi,Positif,barqode blokir tidak bisa buka lagi
Azanul Asyri,2,2025-10-13 12:39:58,mau reset password bisa terus Bagaimana ini. barcode di blokir kacau .,Negatif,mau reset password bisa terus bagaimana barcode blokir kacau
Jay udiin,2,2025-10-13 10:10:47,daftar udah LM tapi sdah 4 bulan yg lalu smpai skarang tidak bisa login isi pertalite..,Negatif,daftar udah lm tapi sdah bulan lalu smpai skarang tidak bisa login isi pertalite
bocah solo,1,2025-10-13 09:52:35,"masa iya, saldo refund ev charging udah seminggu gak masuk2, pantes sepi tempat charge mobil nya ternyata pelayanan nya jelek",Negatif,masa iya saldo refund ev charging udah minggu gak masuk pantes sepi tempat charge mobil nya nyata layan nya jelek
Palupi Boyolali,5,2025-10-13 09:11:00,pelayanan baik dan ramah,Positif,layan baik ramah
Dwi ari Amelia,5,2025-10-13 09:07:06,mantap,Positif,mantap
M. Fauzi,5,2025-10-13 08:33:35,josss,Positif,josss
sepri chanel,1,2025-10-13 06:31:33,"kendaraan yang didaftarkan hilang,,,mau verifikasi profil gagal terus...buat barcode tak bisa,,tak bisa isi bensin...klw tak ada barcode",Negatif,kendara daftar hilangmau verifikasi profil gagal terusbuat barcode tak bisatak bisa isi bensinklw tak ada barcode
yudi prihartanto,5,2025-10-13 05:40:25,Semoga kedepannya di aplikasi ini bisa melihat SPBU mana saja yang pembayarannya juga menerima pembayaran non tunai waktu ngisi bbm,Positif,moga depan aplikasi bisa lihat spbu mana saja bayar juga terima bayar non tunai waktu ngisi bbm
AMG 41,1,2025-10-12 22:56:31,"hati² buat yang ngisi data diri di aplikasi ini, karna data kalian dijual di darkweb, silahkan cek aktifitas email kalian kalau tidak percaya",Negatif,hati buat ngisi data diri aplikasi karna data kalian jual darkweb silah cek aktifitas email kalian kalau tidak percaya
mutia ajizah,1,2025-10-12 22:40:17,"kenapa saat klik reset kata sandi di inbox email, malah di arahkan ke aplikasi lagi dan ya gitu aja, gak ada suruh isi sandi baru ato apapun. gmna sih aplikasi nya",Negatif,kenapa saat klik reset kata sandi inbox email malah arah aplikasi lagi ya gitu aja gak ada suruh isi sandi baru ato apa gmna sih aplikasi nya
Herilukito544 Lukito,1,2025-10-12 22:23:28,"stelah update apk mah buruk ,, apa buruk emang",Negatif,stelah update aplikasi mah buruk apa buruk emang
Dar Mono,5,2025-10-12 21:43:34,sangat cepat mantap,Positif,sangat cepat mantap
Eko Supriyanto,5,2025-10-12 20:11:00,mantap,Positif,mantap
Sahaya Haya,1,2025-10-12 19:18:40,"Sangat buruk! kenapa setiap mau ganti kata sandi malah ga bisa? alasannya karena koneksi, tolong dong ditingkatin lagi, percuma banget ini! hal seperti ini kenapa kalian persulit sih?!",Negatif,sangat buruk kenapa tiap mau ganti kata sandi malah tidak bisa alas karena koneksi tolong dong ditingkatin lagi percuma banget hal seperti kenapa kalian sulit sih
Roby not a robot,1,2025-10-12 19:07:30,"Udah bbm jelek, tinggi sulfur, mahal pula firaun sama abu lahab aja kagum liat kelakuan lu, katanya di suruh cinta produk lokal tapi lu sendiri impor dari luar negeri.l",Negatif,udah bbm jelek tinggi sulfur mahal pula firaun sama abu lahab aja kagum liat laku lu kata suruh cinta produk lokal tapi lu sendiri impor luar negeril
indra marius,4,2025-10-12 19:04:19,siring nge lag,Positif,siring nge lag
No reply,1,2025-10-12 18:43:46,"beberapa kali pas mau bayar gagal scan. gua kira kameranya, tapi ternyata aplikasi. hadeuh bikin ribet, udah gitu banyak banyak banyak banget pertamina gak mau pake qris. kapan majunya.",Negatif,beberapa kali pas mau bayar gagal scan gua kira kamera tapi nyata aplikasi hadeuh bikin ribet udah gitu banyak banyak banyak banget pertamina gak mau pake qris kapan maju
Heru Tri,5,2025-10-12 12:24:05,bagus,Positif,bagus
Sansan Arisandi,5,2025-10-12 12:10:39,baik,Positif,baik
Jakfar Sadek,5,2025-10-12 10:53:12,bagus sempurna,Positif,bagus sempurna
Thomas Bahrum,5,2025-10-12 07:12:13,terlalu ribet cara menggunakan nya apa sya yg ngga bisa ... see,Positif,terlalu ribet cara guna nya apa sya ngga bisa see
Sam Therapist,1,2025-10-12 07:00:35,Ribet,Negatif,ribet
Abdul Karim,5,2025-10-12 06:02:37,Pertamina sangat mendukung aadanya my pertamina untuk masyarat yang kurang mampu terima kasih pertamina,Positif,pertamina sangat dukung aadanya my pertamina masyarat kurang mampu terima kasih pertamina
Newvario 150,1,2025-10-11 22:59:09,jarang promo...apk BUMN ga ada yang becus.....korupsi aja,Negatif,jarang promoapk bumn tidak ada becuskorupsi aja
Wielantara Pandu,4,2025-10-11 20:57:16,"sekarang terpaksa pakai bensin dari Pertamina, tiap beli Pertamax Turbo, gak berani beli Pertamax (apalagi pertalite) masih ragu dg kualitas Pertamina. semenjak Shell dan BP kehabisan stok bahan bakar, sekarang Pertamina mayoritas antri. sebelumnya rutin menggunakan Shell, mayoritas Shell super dan sesekali Shell V-Power. dari feeling berkendara aja jauh kok antara Pertamax Turbo yg klaim nya RON 98, dibanding V-Power yg 95, dan shell V-Power tetap paling enak (mesin halus, tarikan enteng).",Positif,sekarang paksa pakai bensin pertamina tiap beli pertamax turbo gak berani beli pertamax apalagi pertalite masih ragu dg kualitas pertamina semenjak shell bp habis stok bahan bakar sekarang pertamina mayoritas antri belum rutin guna shell mayoritas shell super sekal shell vpower feeling kendara aja jauh kok antara pertamax turbo klaim nya ron banding vpower shell vpower tetap paling enak mesin halus tari enteng
Bima dimentri Awijan,5,2025-10-11 19:56:19,pertalite top,Positif,pertalite top
ismail akbar,5,2025-10-11 18:40:47,good.. jangan nyusahin rakyat lagi ya bigbosss,Positif,good jangan nyusahin rakyat lagi ya bigbosss
AndiAndeng Mannyanderi,5,2025-10-11 18:39:32,mantap,Positif,mantap
Kelvin,1,2025-10-11 17:38:36,navigasi ngaco,Negatif,navigasi ngaco
Alimudin Magari,1,2025-10-11 17:34:56,aplikasi pemerintah ga ada yg bener IT nya lulusan tk semua,Negatif,aplikasi perintah tidak ada bener it nya lulus tk semua
Ando Ando,1,2025-10-11 16:10:36,"aplikasih sampah, di gopay sudah sukses tp di my pertamina tidak ada masuk transaksi, komplain ke spbu tidak mau tanggung jawab komplain ke my pertamina sudah 2 minggu tidak ada ada penyelesaian kalau belum siap ikuti zaman gak usah buat aplikasi wwoii",Negatif,aplikasih sampah gopay sudah sukses tp my pertamina tidak ada masuk transaksi komplain spbu tidak mau tanggung jawab komplain my pertamina sudah minggu tidak ada ada selesai kalau belum siap ikut zaman gak usah buat aplikasi wwoii
Fu tih,5,2025-10-11 15:09:35,petugas jangan gaptekh,Positif,tugas jangan gaptekh
Eendri Sohadi,5,2025-10-11 12:40:18,mantap,Positif,mantap
al dino,1,2025-10-11 11:38:46,registrasi baru ga bisa diklik lanjut. stuck di registrasi dipencet pencet ga bisa,Negatif,registrasi baru tidak bisa klik lanjut stuck registrasi pencet pencet tidak bisa
Nyai otoline,1,2025-10-11 10:17:15,gimana si di update malah ga bisa masuk,Negatif,gimana si update malah tidak bisa masuk
Dicky Supratman,5,2025-10-11 09:44:05,my pert oke banget dech,Positif,my pert oke banget dech
Lalu R Zakaria,4,2025-10-11 09:14:19,mendaftarkan mobil baru dan hapus mobil lama dengan no hp yang sama tak bisa akses dan tidak bisa registrasi serta terhapus,Positif,daftar mobil baru hapus mobil lama no hp sama tak bisa akses tidak bisa registrasi serta hapus
Sultan Baen,4,2025-10-11 09:09:28,Baik/Goods❤️🤍🇲🇨💫🌈🌏,Positif,baikgoods
Dina Melisa,5,2025-10-11 07:49:07,sangat memuaskan,Positif,sangat muas
Nurhayat Navy,4,2025-10-11 07:29:51,proses cepat,Positif,proses cepat
Adi Arifin,1,2025-10-11 03:33:53,"tidak bisa tambah metode pembayaran, loading terus, layar putih jaringan internet aman, HP gak kentang masak gabisa🥲",Negatif,tidak bisa tambah metode bayar loading terus layar putih jaring internet aman hp gak kentang masak gabisa
Darma Budi,5,2025-10-10 21:30:41,baik dan cepat,Positif,baik cepat
Rifqi Rehan,1,2025-10-10 21:16:38,apa fungsinya applikasi ini kalo ga dilayanin sama orang spbu,Negatif,apa fungsi applikasi kalo tidak dilayanin sama orang spbu
Agung Putra 96,1,2025-10-10 20:44:28,"udh di ubah data nya untuk mendapatkan QR Code malah gagal Mulu. di perbantuan tapi tidak responsif, mending Aplikasi Asia",Negatif,udh ubah data nya dapat qr code malah gagal mulu bantu tapi tidak responsif mending aplikasi asia
Imam Tamtowi Tamtowi,5,2025-10-10 20:41:51,Setelah dapat balasan dari mypertamina tinggal menghubungkan data diri sudah bisa kembali,Positif,telah dapat balas mypertamina tinggal hubung data diri sudah bisa kembali
Evrilio Zaigon,5,2025-10-10 20:15:32,semakin ribet tapi tukang cor BBM tetap saja banyak di daerah kami SPBU tebing suluh kec.lempuing kab.OKI SUMSEL,Positif,makin ribet tapi tukang cor bbm tetap saja banyak daerah kami spbu tebing suluh keclempuing kaboki sumsel
Rendy Pangalila,4,2025-10-10 19:03:34,sulit daftar nya gagal terus,Positif,sulit daftar nya gagal terus
Indra Leonardi,5,2025-10-10 18:52:12,"BCA oneklik kadang bermasalah, minta OTP terus, tp gak masuk - masuk OTPnya. Pulsa mah aman, signal ada.",Positif,bca oneklik kadang masalah minta otp terus tp gak masuk masuk otpnya pulsa mah aman signal ada
Meichael Kristofel,5,2025-10-10 18:16:57,Mantap 👍🏼👍🏼,Positif,mantap
JOPI FERUTOMO,5,2025-10-10 15:17:47,mantappp,Positif,mantappp
Yogi Cibuntu,1,2025-10-10 14:55:10,aplikasi tidak bisa digunakan. tidak bisa scan QR code dan akun tidak bisa masuk,Negatif,aplikasi tidak bisa guna tidak bisa scan qr code akun tidak bisa masuk
Muhammad Yusuf,5,2025-10-10 12:34:13,bagus banget,Positif,bagus banget
Aas Gunarto,5,2025-10-10 11:24:47,semoga semakin baik,Positif,moga makin baik
hari suharto,1,2025-10-10 10:19:55,jelek,Negatif,jelek
novli miko,5,2025-10-10 09:30:21,jos pertamina,Positif,jos pertamina
Afrian Dwi,1,2025-10-10 09:14:41,akun saya tidak bisa di buka dengan alasan terblokir...kocak,Negatif,akun saya tidak bisa buka alas terblokirkocak
Ron E,5,2025-10-10 07:41:24,mantap diskonnya,Positif,mantap diskon
Edwards Silaen,5,2025-10-10 07:30:28,pelayanan cukup baik,Positif,layan cukup baik
Refat Sakier,5,2025-10-10 06:47:25,saya suka,Positif,saya suka
Rika Wardoyo,1,2025-10-10 05:32:20,katanya setiap jumat ada potongan hrg...tp kok sy tdk dpt potongan tsb? mohon penjelasannya .,Negatif,kata tiap jumat ada potong hrgtp kok sy tidak dpt potong tsb mohon jelas
alif pratama,5,2025-10-10 05:05:41,cepat tepat dan efektif,Positif,cepat tepat efektif
Fredy Tama,4,2025-10-10 04:39:58,good,Positif,good
"Yohanes M,O Matatula",5,2025-10-09 19:53:46,sangat bagus dan sangat membantu dari antrian👍 teri?a kasih mypertamina🙏🙏🙏,Positif,sangat bagus sangat bantu antri ria kasih mypertamina
fajar adam,1,2025-10-09 19:11:15,tidak mendapatkan informasi.. layanan chat nadia selalu di putus setelah menunggu 16 antrian.. tidak bisa mendaftarkan nomor kendaraan padahal dokumen lengkap,Negatif,tidak dapat informasi layan chat nadia selalu putus telah tunggu antri tidak bisa daftar nomor kendara padahal dokumen lengkap
Rolly Septa,5,2025-10-09 15:51:53,"sudah di update, gak bisa masuk lagi,knp ya",Positif,sudah update gak bisa masuk lagiknp ya
Muhammad khan,5,2025-10-09 15:43:21,mantap. mudah cepat,Positif,mantap mudah cepat
MH-02,5,2025-10-09 15:43:06,setelah ikut arahan CS nya.akhirnya berhasil daftar subsidi tepat.,Positif,telah ikut arah cs nyaakhirnya hasil daftar subsidi tepat
Acung Irawan,1,2025-10-09 14:10:08,buat apa bikin aplikasi kalo tidak bisa di pakai untuk pembayaran di setiap Spbu,Negatif,buat apa bikin aplikasi kalo tidak bisa pakai bayar tiap spbu
Akim Harmain,2,2025-10-09 13:51:21,woi banyak yang nolak pake ini apk buat isi BBM dimotor . tolong lah benahi,Negatif,woi banyak nolak pake aplikasi buat isi bbm motor tolong lah benah
Nabuhide Escanor,5,2025-10-09 13:23:21,ok,Positif,ok
NUR FATONI,1,2025-10-09 13:00:20,"ribet mau munculon barkot nya aja slh mulu ,mau brli bensin pembayaean cash aja ribet dan susah,",Negatif,ribet mau munculon barkot nya aja slh mulu mau brli bensin pembayaean cash aja ribet susah
Reni Priantini1,5,2025-10-09 10:53:26,baru di spbu ini pelayanan cepat tapi biasakan RAMAH yaaa untuk semua pegawainya dan CEPAT juga trims,Positif,baru spbu layan cepat tapi biasa ramah yaaa semua pegawai cepat juga trims
dede dede,5,2025-10-09 10:20:30,cepat pelayanan nya,Positif,cepat layan nya
Nuh Aidil,1,2025-10-09 09:01:57,"aplikasi sialan, untuk login susah banget nunggu kode otp gak muncul muncul sampe habis 4x percobaan, developer nya niat buat apk gak sih?",Negatif,aplikasi sial login susah banget nunggu kode otp gak muncul muncul sampe habis x coba developer nya niat buat aplikasi gak sih
Sony Macho,5,2025-10-09 08:47:33,keren,Positif,keren
Rey Al,1,2025-10-09 08:31:37,sekelas raksasa pertamina aplikasi IT nya cuma bisa begini kayak ga ada reaksi aoa apa saat mau ganti PIN karna lelupaan.malu dong,Negatif,kelas raksasa pertamina aplikasi it nya cuma bisa begini kayak tidak ada reaksi aoa apa saat mau ganti pin karna lelupaanmalu dong
